plant_id,sector,plant_state,generator_id,nameplate_capacity_mw,summer_capacity_mw,technology,generation_type,operating_year,retirement_year_or_planned,status,latitude,longitude
1150,Electric Utility,IA,3,1.1,1,Petroleum Liquids,Oil,1953,2006,Retired,41.359491,-93.56327
3730,IPP Non-CHP,VT,10,1.1,1,Petroleum Liquids,Oil,1954,2007,Retired,44.938056,-72.18
3730,IPP Non-CHP,VT,8,1.1,1,Petroleum Liquids,Oil,1954,2007,Retired,44.938056,-72.18
3730,IPP Non-CHP,VT,9,1.1,1,Petroleum Liquids,Oil,1954,2007,Retired,44.938056,-72.18
1823,Electric Utility,MI,1,1.1,1,Petroleum Liquids,Oil,1962,2008,Retired,41.979167,-86.11278
1823,Electric Utility,MI,4,1.1,0.9,Petroleum Liquids,Oil,1941,2008,Retired,41.979167,-86.11278
1823,Electric Utility,MI,5,1.1,1,Petroleum Liquids,Oil,1949,2008,Retired,41.979167,-86.11278
2118,Electric Utility,MO,3,1.1,1.1,Petroleum Liquids,Oil,1984,2009,Retired,36.491944,-90.07417
54245,Industrial Non-CHP,AZ,EXI2,1.1,1.1,Petroleum Liquids,Oil,1990,2010,Retired,35.5186,-113.3108
55546,Industrial Non-CHP,NC,GEN1,1.1,1,Petroleum Liquids,Oil,1994,2010,Retired,35.565,-78.20639
6585,Electric Utility,MA,2,1.1,1,Petroleum Liquids,Oil,1975,2010,Retired,42.495833,-70.85472
75,Electric Utility,AK,D1,1.1,1.2,Petroleum Liquids,Oil,1956,2010,Retired,61.2221,-149.8661
75,Electric Utility,AK,D2,1.1,1.4,Petroleum Liquids,Oil,1947,2010,Retired,61.2221,-149.8661
601,Electric Utility,DE,3,1.1,1.1,Petroleum Liquids,Oil,1950,2011,Retired,38.6489,-75.6164
601,Electric Utility,DE,7,1.1,1.1,Petroleum Liquids,Oil,1989,2011,Retired,38.6489,-75.6164
54245,Industrial Non-CHP,AZ,EXI1,1.1,1.1,Petroleum Liquids,Oil,1990,2011,Retired,35.5186,-113.3108
950,Electric Utility,IL,IC3,1.1,1,Petroleum Liquids,Oil,1954,2011,Retired,38.4844,-89.7992
2163,Electric Utility,MO,5,1.1,1,Petroleum Liquids,Oil,1952,2011,Retired,40.0661,-93.6042
2821,Electric Utility,ND,10,1.1,1.1,Petroleum Liquids,Oil,1949,2012,Retired,47.9383,-97.935
2821,Electric Utility,ND,11,1.1,1.1,Petroleum Liquids,Oil,1949,2012,Retired,47.9383,-97.935
2821,Electric Utility,ND,7,1.1,1.1,Petroleum Liquids,Oil,1949,2012,Retired,47.9383,-97.935
2821,Electric Utility,ND,8,1.1,1.1,Petroleum Liquids,Oil,1949,2012,Retired,47.9383,-97.935
2821,Electric Utility,ND,9,1.1,1.1,Petroleum Liquids,Oil,1949,2012,Retired,47.9383,-97.935
2114,Electric Utility,MO,7,1.1,1,Petroleum Liquids,Oil,1983,2012,Retired,40.2619,-94.0403
6567,Electric Utility,RI,19,1.1,1,Petroleum Liquids,Oil,1993,2012,Retired,41.175556,-71.5711
56072,IPP Non-CHP,IA,01,1.1,1,Petroleum Liquids,Oil,1998,2012,Retired,42.0453,-91.6969
679,Electric Utility,FL,8,1.1,1.1,Petroleum Liquids,Oil,1960,2013,Retired,29.0219,-80.9644
1156,Electric Utility,IA,2,1.1,1.1,Petroleum Liquids,Oil,1963,2013,Retired,42.3159,-92.1928
1283,Electric Utility,KS,5,1.1,0.9,Petroleum Liquids,Oil,1951,2013,Retired,38.6658,-96.9492
54880,Industrial CHP,GA,WPH1,1.1,1.1,Petroleum Liquids,Oil,1988,2013,Retired,33.273835,-82.40781
3305,Electric Utility,SC,IC1,1.1,1.1,Petroleum Liquids,Oil,1946,2013,Retired,34.2572,-82.6097
1121,Electric Utility,IA,3,1.1,1,Petroleum Liquids,Oil,1990,2014,Retired,42.6736,-95.3026
6637,Electric Utility,AK,4A,1.1,1.1,Petroleum Liquids,Oil,1993,2014,Retired,59.544553,-139.7243
1996,Electric Utility,MN,2,1.1,1.1,Petroleum Liquids,Oil,1952,2015,Retired,46.454097,-92.76056
1262,Electric Utility,KS,3,1.1,0.7,Petroleum Liquids,Oil,1956,2017,Retired,38.7745,-95.1867
54849,Industrial Non-CHP,GA,G1,1.1,1.1,Petroleum Liquids,Oil,1993,2017,Retired,33.2708,-82.4569
54849,Industrial Non-CHP,GA,G2,1.1,1.1,Petroleum Liquids,Oil,1993,2017,Retired,33.2708,-82.4569
1201,Electric Utility,IA,4,1.1,1.1,Petroleum Liquids,Oil,1964,2018,Retired,43.064444,-94.42194
7806,Electric Utility,MI,1,1.1,1,Petroleum Liquids,Oil,1969,2018,Retired,43.740164,-83.44995
7806,Electric Utility,MI,3,1.1,1,Petroleum Liquids,Oil,1988,2018,Retired,43.740164,-83.44995
7806,Electric Utility,MI,4,1.1,1,Petroleum Liquids,Oil,1988,2018,Retired,43.740164,-83.44995
54364,Industrial Non-CHP,TX,L2PG,1.1,1.1,Petroleum Liquids,Oil,1980,2018,Retired,34.003489,-98.55354
56266,Electric Utility,WI,1,1.1,1.1,Petroleum Liquids,Oil,2005,2020,Retired,43.3358,-88.4097
55768,IPP Non-CHP,IL,CH3,1.1,0.9,Landfill Gas,Other,1997,2003,Retired,41.6742,-87.5786
55761,IPP Non-CHP,IL,DO1,1.1,1,Landfill Gas,Other,1997,2008,Retired,41.645,-87.6011
55761,IPP Non-CHP,IL,DO2,1.1,1,Landfill Gas,Other,1997,2008,Retired,41.645,-87.6011
55768,IPP Non-CHP,IL,CH2,1.1,0.9,Landfill Gas,Other,1997,2008,Retired,41.6742,-87.5786
55768,IPP Non-CHP,IL,CH1,1.1,0.9,Landfill Gas,Other,1997,2008,Retired,41.6742,-87.5786
55761,IPP Non-CHP,IL,DO3,1.1,1,Landfill Gas,Other,1997,2009,Retired,41.645,-87.6011
55761,IPP Non-CHP,IL,DO4,1.1,1,Landfill Gas,Other,1997,2009,Retired,41.645,-87.6011
55761,IPP Non-CHP,IL,DO5,1.1,1,Landfill Gas,Other,1997,2009,Retired,41.645,-87.6011
56873,Commercial Non-CHP,PA,2,1.1,1.1,Landfill Gas,Other,2008,2010,Retired,39.8639,-75.8428
55767,IPP Non-CHP,IL,RO1,1.1,0.9,Landfill Gas,Other,1997,2012,Retired,41.685,-88.05
10389,IPP Non-CHP,CA,1,1.1,1,Landfill Gas,Other,1989,2012,Retired,37.4567,-121.9419
10389,IPP Non-CHP,CA,2,1.1,1,Landfill Gas,Other,1989,2012,Retired,37.4567,-121.9419
10389,IPP Non-CHP,CA,3,1.1,1,Landfill Gas,Other,1989,2012,Retired,37.4567,-121.9419
10390,IPP Non-CHP,CA,4,1.1,1,Landfill Gas,Other,1987,2013,Retired,37.2147,-121.9019
57129,IPP Non-CHP,NY,G1,1.1,1.1,Landfill Gas,Other,2008,2013,Retired,42.1592,-75.0483
56171,IPP Non-CHP,CA,UNT1,1.1,1.1,Landfill Gas,Other,2003,2014,Retired,34.0372,-117.5569
56171,IPP Non-CHP,CA,UNT2,1.1,1.1,Landfill Gas,Other,2003,2014,Retired,34.0372,-117.5569
57636,IPP Non-CHP,NY,2,1.1,1.1,Landfill Gas,Other,2010,2014,Retired,42.944093,-76.59394
55759,IPP Non-CHP,IL,RX1,1.1,0.9,Landfill Gas,Other,1999,2015,Retired,38.8311,-90.0119
55759,IPP Non-CHP,IL,RX2,1.1,0.9,Landfill Gas,Other,1999,2015,Retired,38.8311,-90.0119
55759,IPP Non-CHP,IL,RX3,1.1,0.9,Landfill Gas,Other,1999,2015,Retired,38.8311,-90.0119
55759,IPP Non-CHP,IL,RX4,1.1,0.9,Landfill Gas,Other,1999,2015,Retired,38.8311,-90.0119
55762,IPP Non-CHP,IL,BR1,1.1,0.9,Landfill Gas,Other,1999,2015,Retired,40.1003,-87.6111
55762,IPP Non-CHP,IL,BR2,1.1,0.9,Landfill Gas,Other,1999,2015,Retired,40.1003,-87.6111
55762,IPP Non-CHP,IL,BR3,1.1,0.9,Landfill Gas,Other,1999,2015,Retired,40.1003,-87.6111
55762,IPP Non-CHP,IL,BR5,1.1,0.9,Landfill Gas,Other,2014,2015,Retired,40.1003,-87.6111
55764,IPP Non-CHP,IL,UR1,1.1,0.9,Landfill Gas,Other,2000,2015,Retired,41.5367,-90.3761
55764,IPP Non-CHP,IL,UR2,1.1,0.9,Landfill Gas,Other,2000,2015,Retired,41.5367,-90.3761
55764,IPP Non-CHP,IL,UR3,1.1,0.9,Landfill Gas,Other,2000,2015,Retired,41.5367,-90.3761
55764,IPP Non-CHP,IL,UR4,1.1,0.9,Landfill Gas,Other,2003,2015,Retired,41.5367,-90.3761
57587,IPP Non-CHP,WV,1,1.1,1.1,Landfill Gas,Other,2011,2015,Retired,38.309167,-81.62222
57587,IPP Non-CHP,WV,2,1.1,1.1,Landfill Gas,Other,2011,2015,Retired,38.309167,-81.62222
55760,IPP Non-CHP,IL,ST1,1.1,0.9,Landfill Gas,Other,1999,2017,Retired,41.0919,-88.8519
55763,IPP Non-CHP,IL,DX1,1.1,0.9,Landfill Gas,Other,1999,2017,Retired,41.737507,-89.38482
55763,IPP Non-CHP,IL,DX2,1.1,0.9,Landfill Gas,Other,1999,2017,Retired,41.737507,-89.38482
55763,IPP Non-CHP,IL,DX3,1.1,0.9,Landfill Gas,Other,1999,2017,Retired,41.737507,-89.38482
55763,IPP Non-CHP,IL,DX4,1.1,0.9,Landfill Gas,Other,1999,2017,Retired,41.737507,-89.38482
57365,IPP Non-CHP,NC,1C,1.1,1.1,Landfill Gas,Other,2010,2018,Retired,36.0311,-78.86
56539,Electric Utility,IN,ICG1,1.1,1,Landfill Gas,Other,2007,2018,Retired,38.4564,-85.8375
56539,Electric Utility,IN,ICG2,1.1,1,Landfill Gas,Other,2007,2018,Retired,38.4564,-85.8375
57786,IPP Non-CHP,MD,UNIT1,1.1,1,Landfill Gas,Other,2010,2018,Retired,39.367778,-77.34889
57786,IPP Non-CHP,MD,UNIT2,1.1,1,Landfill Gas,Other,2010,2018,Retired,39.367778,-77.34889
55774,IPP Non-CHP,IL,MO4,1.1,1,Landfill Gas,Other,2012,2018,Retired,41.377628,-88.40121
55774,IPP Non-CHP,IL,MO5,1.1,1,Landfill Gas,Other,2012,2018,Retired,41.377628,-88.40121
58993,IPP Non-CHP,ME,3201,1.1,0.9,Landfill Gas,Other,2008,2020,Retired,44.768611,-68.86167
58993,IPP Non-CHP,ME,3202,1.1,0.9,Landfill Gas,Other,2008,2021,Retired,44.768611,-68.86167
58993,IPP Non-CHP,ME,3203,1.1,0.9,Landfill Gas,Other,2008,2021,Retired,44.768611,-68.86167
54520,Commercial CHP,TX,3,1.1,1.1,Other Waste Biomass,Other,1978,2003,Retired,32.775093,-97.14209
58970,IPP Non-CHP,ID,UNIT1,1.1,1.1,Other Waste Biomass,Other,2013,2015,Retired,42.6825,-114.6281
58970,IPP Non-CHP,ID,UNIT2,1.1,1.1,Other Waste Biomass,Other,2013,2015,Retired,42.6825,-114.6281
58970,IPP Non-CHP,ID,UNIT3,1.1,1.1,Other Waste Biomass,Other,2013,2015,Retired,42.6825,-114.6281
58971,IPP Non-CHP,CA,UNIT1,1.1,1.1,Other Waste Biomass,Other,2012,2015,Retired,36.295,-119.4167
58971,IPP Non-CHP,CA,UNIT2,1.1,1.1,Other Waste Biomass,Other,2012,2015,Retired,36.295,-119.4167
58971,IPP Non-CHP,CA,UNIT3,1.1,1.1,Other Waste Biomass,Other,2012,2015,Retired,36.295,-119.4167
54923,Commercial Non-CHP,OH,OUG1,1,0.9,Conventional Steam Coal,Coal,1994,2009,Retired,39.321389,-82.10111
50247,Industrial CHP,OH,1,1,1,Conventional Steam Coal,Coal,2009,2012,Retired,39.4094,-84.5619
2596,IPP Non-CHP,NY,3,1,0.9,Conventional Hydroelectric,Hydro,1914,2005,Retired,43.3156,-76.4172
4249,Electric Utility,MI,HC1,1,0.8,Conventional Hydroelectric,Hydro,1985,2006,Retired,44.734167,-85.61667
7115,Electric Utility,MI,1,1,1,Conventional Hydroelectric,Hydro,1988,2006,Retired,46.5628,-87.5686
6482,Electric Utility,OR,1,1,1.1,Conventional Hydroelectric,Hydro,1943,2010,Retired,44.2778,-121.2564
650,Electric Utility,NY,1,1,1,Conventional Hydroelectric,Hydro,1983,2012,Retired,41.0851,-73.7748
650,Electric Utility,NY,2,1,1,Conventional Hydroelectric,Hydro,1983,2012,Retired,41.0851,-73.7748
650,Electric Utility,NY,3,1,1,Conventional Hydroelectric,Hydro,1983,2012,Retired,41.0851,-73.7748
55967,IPP Non-CHP,ME,WW1,1,1,Conventional Hydroelectric,Hydro,1988,2012,Retired,44.9167,-68.6333
55967,IPP Non-CHP,ME,WW2,1,1,Conventional Hydroelectric,Hydro,1988,2012,Retired,44.9167,-68.6333
55967,IPP Non-CHP,ME,WW3,1,1,Conventional Hydroelectric,Hydro,1988,2012,Retired,44.9167,-68.6333
4121,Electric Utility,WI,3,1,1,Conventional Hydroelectric,Hydro,1907,2012,Retired,44.2772,-88.2678
4121,Electric Utility,WI,4,1,1,Conventional Hydroelectric,Hydro,1907,2012,Retired,44.2772,-88.2678
214,Electric Utility,CA,2,1,1,Conventional Hydroelectric,Hydro,1902,2013,Retired,39.215979,-120.8036
226,Electric Utility,CA,1,1,0.9,Conventional Hydroelectric,Hydro,1907,2013,Retired,39.605043,-121.6005
10323,IPP Non-CHP,OR,GEN2,1,0.5,Conventional Hydroelectric,Hydro,1986,2015,Retired,45.66523,-121.5238
820,Electric Utility,ID,1,1,0.8,Conventional Hydroelectric,Hydro,1912,2017,Retired,42.740542,-114.8367
820,Electric Utility,ID,2,1,0.8,Conventional Hydroelectric,Hydro,1912,2017,Retired,42.740542,-114.8367
6643,Electric Utility,CA,1,1,1,Conventional Hydroelectric,Hydro,1979,2019,Retired,34.20795,-118.3516
58265,Commercial CHP,IA,S-7A,1,1,Natural Gas Fired Combustion Turbine,Natural Gas,2000,2018,Retired,42.046111,-93.57944
54458,Industrial Non-CHP,TX,BG3A,1,1,Natural Gas Internal Combustion Engine,Natural Gas,1996,2017,Retired,31.3403,-101.7653
54458,Industrial Non-CHP,TX,BG6,1,1,Natural Gas Internal Combustion Engine,Natural Gas,1998,2017,Retired,31.3403,-101.7653
58585,Industrial CHP,CA,FCE,1,1,Other Natural Gas,Natural Gas,2005,2015,Retired,39.724167,-121.8153
1334,Electric Utility,KS,1,1,1,Natural Gas Internal Combustion Engine,Natural Gas,1947,2013,Retired,38.3708,-98.7831
1334,Electric Utility,KS,2,1,1,Natural Gas Internal Combustion Engine,Natural Gas,1947,2013,Retired,38.3708,-98.7831
1334,Electric Utility,KS,3,1,1,Natural Gas Internal Combustion Engine,Natural Gas,1949,2013,Retired,38.3708,-98.7831
1334,Electric Utility,KS,4,1,1,Natural Gas Internal Combustion Engine,Natural Gas,1949,2013,Retired,38.3708,-98.7831
2302,Electric Utility,NE,4,1,0.8,Natural Gas Internal Combustion Engine,Natural Gas,1947,2013,Retired,41.145634,-102.9778
58625,IPP CHP,CA,SRJFC,1,1,Other Natural Gas,Natural Gas,2006,2013,Retired,37.719167,-121.8869
54310,Industrial CHP,IL,GEN1,1,1,Natural Gas Internal Combustion Engine,Natural Gas,1992,2012,Retired,40.9,-90.3333
54310,Industrial CHP,IL,GEN2,1,1,Natural Gas Internal Combustion Engine,Natural Gas,1992,2012,Retired,40.9,-90.3333
54310,Industrial CHP,IL,GEN3,1,1,Natural Gas Internal Combustion Engine,Natural Gas,1992,2012,Retired,40.9,-90.3333
1310,Electric Utility,KS,1,1,0.9,Natural Gas Internal Combustion Engine,Natural Gas,1955,2011,Retired,39.8336,-99.8903
55046,Industrial CHP,MA,GEN1,1,1,Natural Gas Internal Combustion Engine,Natural Gas,1993,2011,Retired,42.040141,-71.21378
55046,Industrial CHP,MA,GEN2,1,1,Natural Gas Internal Combustion Engine,Natural Gas,1993,2011,Retired,42.040141,-71.21378
55046,Industrial CHP,MA,GEN3,1,1,Natural Gas Internal Combustion Engine,Natural Gas,1993,2011,Retired,42.040141,-71.21378
3665,Electric Utility,UT,4,1,1,Natural Gas Internal Combustion Engine,Natural Gas,1955,2011,Retired,40.886867,-111.8853
3665,Electric Utility,UT,5,1,1,Natural Gas Internal Combustion Engine,Natural Gas,1957,2011,Retired,40.886867,-111.8853
10797,Industrial CHP,TN,IG,1,1,Natural Gas Steam Turbine,Natural Gas,1993,2010,Retired,36.2756,-86.6644
54441,Industrial CHP,AL,003,1,0.4,Natural Gas Steam Turbine,Natural Gas,1979,2009,Retired,30.945833,-88.17889
1296,Electric Utility,KS,5,1,0.8,Natural Gas Internal Combustion Engine,Natural Gas,1953,2008,Retired,37.38311,-98.07036
1275,Electric Utility,KS,1,1,1,Natural Gas Internal Combustion Engine,Natural Gas,1960,2007,Retired,38.947222,-99.52861
54881,Industrial Non-CHP,GA,GEN1,1,0.9,Natural Gas Internal Combustion Engine,Natural Gas,1991,2006,Retired,38.977778,-84.09444
54881,Industrial Non-CHP,GA,GEN2,1,0.9,Natural Gas Internal Combustion Engine,Natural Gas,1991,2006,Retired,38.977778,-84.09444
54313,Industrial Non-CHP,IL,GEN3,1,0.9,Natural Gas Fired Combustion Turbine,Natural Gas,1992,2005,Retired,41.812222,-87.65472
54940,Commercial Non-CHP,TX,GEN1,1,0.7,Natural Gas Fired Combustion Turbine,Natural Gas,1994,2005,Retired,30.309722,-97.73583
54443,Industrial CHP,TX,GEN1,1,1,Natural Gas Internal Combustion Engine,Natural Gas,1990,2005,Retired,32.693056,-102.8414
54443,Industrial CHP,TX,GEN2,1,0.9,Natural Gas Internal Combustion Engine,Natural Gas,1990,2005,Retired,32.693056,-102.8414
54443,Industrial CHP,TX,GEN3,1,0.9,Natural Gas Internal Combustion Engine,Natural Gas,1990,2005,Retired,32.693056,-102.8414
50342,Industrial CHP,IL,CDK,1,0.7,Natural Gas Fired Combustion Turbine,Natural Gas,1988,2004,Retired,41.791667,-87.625
3566,Electric Utility,TX,IC2,1,1,Natural Gas Internal Combustion Engine,Natural Gas,1959,2004,Retired,31.831944,-99.42167
3608,Electric Utility,TX,7,1,0.9,Natural Gas Internal Combustion Engine,Natural Gas,1955,2004,Retired,27.800556,-97.66694
3608,Electric Utility,TX,8,1,0.9,Natural Gas Internal Combustion Engine,Natural Gas,1956,2004,Retired,27.800556,-97.66694
50142,Commercial CHP,AR,GEN3,1,1,Natural Gas Internal Combustion Engine,Natural Gas,1986,2004,Retired,35.376944,-94.42
3619,Electric Utility,TX,5,1,0.9,Natural Gas Internal Combustion Engine,Natural Gas,1953,2004,Retired,34.538889,-101.7667
52003,Commercial CHP,FL,NO1,1,0.8,Natural Gas Internal Combustion Engine,Natural Gas,2001,2003,Retired,28.799722,-81
52003,Commercial CHP,FL,NO4,1,0.8,Natural Gas Internal Combustion Engine,Natural Gas,2001,2003,Retired,28.799722,-81
10136,Industrial Non-CHP,TX,GEN2,1,0.8,Natural Gas Steam Turbine,Natural Gas,1941,2003,Retired,29.620556,-95.63306
10262,Commercial CHP,CA,GEN1,1,1,Natural Gas Fired Combined Cycle,Natural Gas,1982,2002,Retired,34.138467,-118.1256
54880,Industrial CHP,GA,TUR1,1,0.9,Natural Gas Fired Combustion Turbine,Natural Gas,1986,2002,Retired,33.273835,-82.40781
960,Electric Utility,IL,5,1,0.8,Natural Gas Internal Combustion Engine,Natural Gas,1949,2002,Retired,41.9093,-89.0498
3683,Electric Utility,UT,4,1,0.9,Natural Gas Internal Combustion Engine,Natural Gas,1948,2002,Retired,40.67,-111.89
3683,Electric Utility,UT,5,1,0.9,Natural Gas Internal Combustion Engine,Natural Gas,1948,2002,Retired,40.67,-111.89
4251,Electric Utility,UT,IC5A,1,1.1,Petroleum Liquids,Oil,1990,2002,Retired,41.725833,-111.8433
4251,Electric Utility,UT,IC5B,1,1.1,Petroleum Liquids,Oil,1990,2002,Retired,41.725833,-111.8433
7415,Electric Utility,MN,4,1,0.8,Petroleum Liquids,Oil,1948,2002,Retired,43.674186,-95.1706
1120,Electric Utility,IA,4,1,0.8,Petroleum Liquids,Oil,1941,2002,Retired,43.0733,-94.2392
1153,Electric Utility,IA,2,1,0.8,Petroleum Liquids,Oil,1958,2002,Retired,43.4301,-95.3153
192,Electric Utility,AR,6,1,1,Petroleum Liquids,Oil,1949,2002,Retired,36.060556,-90.52139
1166,Electric Utility,IA,D,1,1,Petroleum Liquids,Oil,1966,2002,Retired,40.971826,-91.55122
6229,Electric Utility,NE,3,1,0.8,Petroleum Liquids,Oil,1980,2003,Retired,40.883013,-97.60136
10857,Industrial Non-CHP,KS,GEN2,1,1,Petroleum Liquids,Oil,1987,2003,Retired,37.5,-95.8
1276,Electric Utility,KS,4,1,0.9,Petroleum Liquids,Oil,1964,2004,Retired,37.56681,-95.2375
1330,Electric Utility,KS,5,1,1,Petroleum Liquids,Oil,1956,2005,Retired,37.261372,-97.4057
6567,Electric Utility,RI,11,1,0.8,Petroleum Liquids,Oil,1972,2005,Retired,41.175556,-71.5711
1174,Electric Utility,IA,2,1,0.9,Petroleum Liquids,Oil,1969,2006,Retired,42.961111,-95.68278
600,Electric Utility,DE,7,1,0.9,Petroleum Liquids,Oil,1993,2006,Retired,38.769444,-75.13889
600,Electric Utility,DE,8,1,0.9,Petroleum Liquids,Oil,1993,2006,Retired,38.769444,-75.13889
50482,Industrial CHP,FL,DGN,1,1,Petroleum Liquids,Oil,1987,2006,Retired,26.7351,-80.9377
50482,Industrial CHP,FL,DGS,1,1,Petroleum Liquids,Oil,1987,2006,Retired,26.7351,-80.9377
2469,Electric Utility,NM,5,1,1,Petroleum Liquids,Oil,1951,2006,Retired,35.168056,-103.7181
490,Electric Utility,CO,4,1,0.8,Petroleum Liquids,Oil,1951,2006,Retired,39.3078,-102.2614
2137,Electric Utility,MO,1,1,0.9,Petroleum Liquids,Oil,1954,2006,Retired,37.3847,-89.6606
2137,Electric Utility,MO,2,1,0.9,Petroleum Liquids,Oil,1954,2006,Retired,37.3847,-89.6606
55315,IPP Non-CHP,IA,GEN1,1,1,Petroleum Liquids,Oil,1997,2007,Retired,42.041667,-91.675
55038,Commercial CHP,NE,GEN4,1,1,Petroleum Liquids,Oil,1977,2007,Retired,41.261389,-96.03278
109,Electric Utility,AK,6,1,1,Petroleum Liquids,Oil,1976,2007,Retired,59.042914,-158.4686
54866,Industrial CHP,RI,AC01,1,0.9,Petroleum Liquids,Oil,1994,2007,Retired,41.406111,-71.74972
54866,Industrial CHP,RI,DC01,1,0.9,Petroleum Liquids,Oil,1994,2007,Retired,41.406111,-71.74972
3737,Electric Utility,VT,IC5,1,1,Petroleum Liquids,Oil,1947,2007,Retired,44.4821,-73.1164
3737,Electric Utility,VT,IC6,1,1,Petroleum Liquids,Oil,1947,2007,Retired,44.4821,-73.1164
3737,Electric Utility,VT,IC7,1,1,Petroleum Liquids,Oil,1947,2007,Retired,44.4821,-73.1164
3737,Electric Utility,VT,IC8,1,1,Petroleum Liquids,Oil,1947,2007,Retired,44.4821,-73.1164
1149,Electric Utility,IA,2,1,0.8,Petroleum Liquids,Oil,1949,2007,Retired,42.4753,-91.88722
50483,Industrial CHP,FL,DGE,1,1,Petroleum Liquids,Oil,1986,2007,Retired,26.814167,-80.66278
50483,Industrial CHP,FL,DGW,1,1,Petroleum Liquids,Oil,1986,2007,Retired,26.814167,-80.66278
1855,Electric Utility,MI,4,1,0.6,Petroleum Liquids,Oil,1947,2007,Retired,41.7992,-85.4256
1855,Electric Utility,MI,5,1,0.6,Petroleum Liquids,Oil,1947,2007,Retired,41.7992,-85.4256
1206,Electric Utility,IA,IC1,1,1.1,Petroleum Liquids,Oil,1948,2007,Retired,41.1136,-94.3472
1206,Electric Utility,IA,IC2,1,1.1,Petroleum Liquids,Oil,1948,2007,Retired,41.1136,-94.3472
1206,Electric Utility,IA,IC4,1,1,Petroleum Liquids,Oil,1948,2007,Retired,41.1136,-94.3472
1206,Electric Utility,IA,IC5,1,1,Petroleum Liquids,Oil,1948,2007,Retired,41.1136,-94.3472
1052,Electric Utility,IA,1,1,1,Petroleum Liquids,Oil,1960,2008,Retired,42.013319,-93.57542
1052,Electric Utility,IA,2,1,1,Petroleum Liquids,Oil,1960,2008,Retired,42.013319,-93.57542
1855,Electric Utility,MI,1,1,0.8,Petroleum Liquids,Oil,1947,2008,Retired,41.7992,-85.4256
1855,Electric Utility,MI,2,1,0.8,Petroleum Liquids,Oil,1948,2008,Retired,41.7992,-85.4256
90,Electric Utility,AK,6,1,1,Petroleum Liquids,Oil,1972,2008,Retired,64.505331,-165.4298
54834,Commercial Non-CHP,AK,EN-1,1,1,Petroleum Liquids,Oil,1954,2009,Retired,63.973572,-145.7166
54834,Commercial Non-CHP,AK,EN-2,1,1,Petroleum Liquids,Oil,1954,2009,Retired,63.973572,-145.7166
54834,Commercial Non-CHP,AK,EN-3,1,1,Petroleum Liquids,Oil,1954,2009,Retired,63.973572,-145.7166
2140,Electric Utility,MO,6,1,0.9,Petroleum Liquids,Oil,1990,2009,Retired,40.0244,-92.4896
2140,Electric Utility,MO,7,1,0.9,Petroleum Liquids,Oil,1990,2009,Retired,40.0244,-92.4896
1023,Electric Utility,IN,1,1,0.8,Petroleum Liquids,Oil,1947,2009,Retired,40.735278,-85.16722
1023,Electric Utility,IN,2,1,0.8,Petroleum Liquids,Oil,1947,2009,Retired,40.735278,-85.16722
2469,Electric Utility,NM,3,1,1,Petroleum Liquids,Oil,1975,2010,Retired,35.168056,-103.7181
2163,Electric Utility,MO,7,1,0.9,Petroleum Liquids,Oil,1966,2010,Retired,40.0661,-93.6042
6237,Electric Utility,IL,1,1,1,Petroleum Liquids,Oil,1949,2011,Retired,39.6436,-90.6353
6237,Electric Utility,IL,2,1,1,Petroleum Liquids,Oil,1949,2011,Retired,39.6436,-90.6353
6237,Electric Utility,IL,3,1,1,Petroleum Liquids,Oil,1949,2011,Retired,39.6436,-90.6353
1170,Electric Utility,IA,5,1,0.8,Petroleum Liquids,Oil,1949,2011,Retired,42.0283,-96.1028
2163,Electric Utility,MO,4,1,0.9,Petroleum Liquids,Oil,1948,2011,Retired,40.0661,-93.6042
54992,Commercial CHP,MA,CAT2,1,0.8,Petroleum Liquids,Oil,1976,2011,Retired,42.4528,-71.0894
2821,Electric Utility,ND,4,1,1,Petroleum Liquids,Oil,1946,2012,Retired,47.9383,-97.935
2821,Electric Utility,ND,5,1,1,Petroleum Liquids,Oil,1946,2012,Retired,47.9383,-97.935
2821,Electric Utility,ND,6,1,1,Petroleum Liquids,Oil,1946,2012,Retired,47.9383,-97.935
50425,Industrial Non-CHP,MA,GEN3,1,0.3,Petroleum Liquids,Oil,1978,2012,Retired,42.4769,-71.115
6304,Electric Utility,AK,12,1,1,Petroleum Liquids,Oil,1994,2012,Retired,66.837778,-162.5569
2140,Electric Utility,MO,8,1,0.9,Petroleum Liquids,Oil,1998,2012,Retired,40.0244,-92.4896
2140,Electric Utility,MO,9,1,0.9,Petroleum Liquids,Oil,1998,2012,Retired,40.0244,-92.4896
1468,Electric Utility,ME,1,1,0.7,Petroleum Liquids,Oil,1948,2012,Retired,44.9136,-67.0033
1468,Electric Utility,ME,2,1,0.7,Petroleum Liquids,Oil,1949,2012,Retired,44.9136,-67.0033
2978,Electric Utility,OK,5,1,1,Petroleum Liquids,Oil,1954,2012,Retired,36.2656,-98.4794
679,Electric Utility,FL,4,1,1,Petroleum Liquids,Oil,1950,2013,Retired,29.0219,-80.9644
2165,Electric Utility,MO,11,1,1,Petroleum Liquids,Oil,1993,2013,Retired,39.2036,-91.861
2165,Electric Utility,MO,12,1,1,Petroleum Liquids,Oil,1993,2013,Retired,39.2036,-91.861
2165,Electric Utility,MO,8,1,0.8,Petroleum Liquids,Oil,1957,2013,Retired,39.2036,-91.861
